peak_number,pc1_lsl_time,pc2_lsl_time,calculated_offset,rr_interval,heart_rate,time_recorded
1404,5857.8721505,5816.4681985,41.40395200000057,0.8603530999998839,69.73880840321038,13:25:27
1405,5858.6710444,5817.2682738,41.40277059999971,0.8000753000005716,74.99294128934756,13:25:27
1406,5859.5027818,5818.0989013,41.403880500000014,0.8306274999995367,72.23454556950435,13:25:28
1407,5860.3654575,5818.9619923,41.40346520000003,0.8630910000001677,69.51758273459964,13:25:29
1408,5861.2727555,5819.8683753,41.40438020000056,0.9063829999995505,66.19718154469993,13:25:30
1409,5862.105918,5820.7019756,41.40394240000023,0.8336003000003984,71.97694146699722,13:25:31
1410,5862.9651109,5821.560906,41.40420489999997,0.8589303999997355,69.8543211417578,13:25:32
1411,5863.8136728,5822.4100029,41.40366989999984,0.8490969000004043,70.66331298579871,13:25:33
1412,5864.6437702,5823.2400681,41.40370210000037,0.8300651999998081,72.28347845448029,13:25:33
1413,5865.4306867,5824.0273479,41.4033387999998,0.7872797999998511,76.21178645763723,13:25:34
1414,5866.2449217,5824.840809,41.40411270000004,0.8134611000004952,73.75890500475496,13:25:35
1415,5867.0454062,5825.642579,41.40282719999959,0.8017700000000332,74.83442882621888,13:25:36
1416,5867.908251,5826.506107,41.40214399999968,0.8635279999998602,69.48240242355745,13:25:37
1417,5868.7386341,5827.3338604,41.40477370000008,0.8277533999998923,72.48535614593405,13:25:37
1418,5869.5559913,5828.1524331,41.40355819999968,0.8185727000000043,73.29831547032987,13:25:38
1419,5870.4163478,5829.0117106,41.40463720000025,0.8592774999997346,69.82610390708302,13:25:39
1420,5871.2472682,5829.8434889,41.40377929999977,0.8317783000002237,72.13460606027336,13:25:40
1421,5872.0934855,5830.6889441,41.40454139999929,0.8454552000002877,70.9676869927343,13:25:41
1422,5872.9093847,5831.5055523,41.40383240000028,0.8166081999997914,73.47464794012028,13:25:42
1423,5873.70885,5832.3050082,41.40384180000001,0.7994558999998844,75.05104409137348,13:25:42
1424,5874.5264544,5833.1221898,41.404264599999806,0.8171816000003673,73.42309224776112,13:25:43
1425,5875.3287664,5833.9258048,41.4029615999998,0.8036149999998088,74.66261829360363,13:25:44
1426,5876.1869326,5834.7829004,41.404032200000074,0.8570955999994112,70.00385954617107,13:25:45
1427,5877.0355041,5835.6314087,41.40409540000019,0.8485083000005034,70.7123312759161,13:25:46
1428,5877.8977939,5836.4936001,41.40419380000003,0.8621913999995741,69.59011653332385,13:25:47
1429,5878.747191,5837.3429015,41.40428950000023,0.8493014000005132,70.64629823989898,13:25:47
1430,5879.5761001,5838.172056,41.40404409999974,0.8291545000001861,72.36287085215908,13:25:48
1431,5880.4108335,5839.0080011,41.40283240000008,0.8359450999996625,71.77504838538347,13:25:49
1432,5881.2597432,5839.8556103,41.40413290000015,0.847609200000079,70.78733925964278,13:25:50
1433,5882.0891202,5840.6861072,41.4030130000001,0.830496900000071,72.24590483118584,13:25:51
1434,5882.8879189,5841.4838744,41.404044500000055,0.7977671999997256,75.20991086123952,13:25:52
