peak_number,pc1_lsl_time,pc2_lsl_time,calculated_offset,rr_interval,heart_rate,time_recorded
235,7139.3439706,7186.5740797,-47.230109099999936,0.7994295999997121,75.05351315490645,17:38:22
236,7140.1589767,7187.3872247,-47.22824800000035,0.8131450000000768,73.78757786126009,17:38:23
237,7140.913547,7188.1421166,-47.2285695999999,0.7548919000000751,79.48157875318842,17:38:23
238,7141.652284,7188.8823923,-47.23010830000021,0.7402756999999838,81.05088415032577,17:38:24
239,7142.4207356,7189.6507753,-47.23003969999991,0.7683829999996306,78.08605864527046,17:38:25
240,7143.1900639,7190.4191809,-47.22911700000077,0.7684056000007331,78.08376201311229,17:38:26
241,7143.9895061,7191.2188506,-47.22934450000048,0.7996696999998676,75.0309784152256,17:38:26
242,7144.7307283,7191.9595212,-47.22879290000037,0.7406706000001577,81.0076706163134,17:38:27
243,7145.49789,7192.7278365,-47.22994650000055,0.7683152999998129,78.09293918787588,17:38:28
244,7146.2970317,7193.5261535,-47.22912180000003,0.7983169999997699,75.15811388210109,17:38:29
245,7147.111892,7194.3403367,-47.22844470000018,0.8141832000001159,73.69348814860274,17:38:29
246,7147.8858156,7195.1142465,-47.2284309000006,0.7739098000001832,77.52841481007968,17:38:30
247,7148.665673,7195.8940233,-47.228350299999875,0.779776800000036,76.94509505796688,17:38:31
248,7149.4244847,7196.6533983,-47.22891359999994,0.7593749999996362,79.0123456790502,17:38:32
249,7150.2029128,7197.4323994,-47.22948659999929,0.7790010999997321,77.02171409003226,17:38:33
250,7150.9467629,7198.1750309,-47.228267999999844,0.7426315000002432,80.79377187741208,17:38:33
251,7151.7130796,7198.9420705,-47.2289909000001,0.7670396000003166,78.22281926510084,17:38:34
252,7152.4828295,7199.7116298,-47.22880030000033,0.7695592999998553,77.96670120159848,17:38:35
253,7153.2827025,7200.5114539,-47.228751399999965,0.7998240999995687,75.01649425171404,17:38:36
254,7154.0527195,7201.2810328,-47.22831329999917,0.7695788999999422,77.96471550870808,17:38:36
255,7154.8364121,7202.0656499,-47.22923779999928,0.784617100000105,76.4704210499516,17:38:37
256,7155.633811,7202.8624505,-47.2286395000001,0.7968006000000969,75.30114811659618,17:38:38
257,7156.4521421,7203.6811247,-47.228982599999654,0.8186741999998048,73.28922787601503,17:38:39
258,7157.2376519,7204.4658402,-47.2281882999996,0.7847154999999475,76.4608319830614,17:38:40
259,7158.0263488,7205.2557207,-47.22937189999993,0.7898805000004359,75.96085737015522,17:38:40
260,7158.8039381,7206.0359991,-47.2320609999997,0.7802783999995881,76.89563109786414,17:38:41
261,7159.6191576,7206.847865,-47.22870739999962,0.8118659000001571,73.9038306695581,17:38:42
262,7160.3580874,7207.586469,-47.22838159999992,0.738604000000123,81.23432854410483,17:38:43
263,7161.1396351,7208.3689332,-47.22929810000005,0.7824642000005042,76.68082450284797,17:38:44
264,7161.9306144,7209.1588927,-47.228278300000056,0.7899594999998953,75.95326089503062,17:38:44
265,7162.7125101,7209.9419981,-47.22948799999995,0.7831053999998403,76.61803890001555,17:38:45
266,7163.4518723,7210.6805043,-47.22863200000029,0.7385062000003018,81.2450863648477,17:38:46
267,7164.221892,7211.4506538,-47.22876180000003,0.7701494999992065,77.90695183215963,17:38:47
268,7165.005614,7212.233773,-47.22815900000023,0.7831192000003284,76.61668874926683,17:38:47
269,7165.7621557,7212.9903786,-47.22822290000022,0.7566056000005119,79.30155420467335,17:38:48
270,7166.4818622,7213.7105502,-47.22868800000015,0.7201715999999578,83.31347695466401,17:38:49
271,7167.2275039,7214.4556452,-47.22814130000006,0.74509499999931,80.52664425349192,17:38:50
272,7167.9780754,7215.2068567,-47.228781299999355,0.751211499999954,79.87098174083287,17:38:50
273,7168.7606726,7215.9893883,-47.228715700000066,0.782531600000766,76.67421992919041,17:38:51
274,7169.5135724,7216.7433602,-47.22978779999994,0.7539718999996694,79.57856254328087,17:38:52
275,7170.2689825,7217.4969338,-47.22795130000031,0.7535735999999815,79.62062365242289,17:38:53
276,7171.0211845,7218.249449,-47.22826449999957,0.7525151999998343,79.73260872340282,17:38:53
277,7171.6833506,7218.9120917,-47.22874109999975,0.6626427000001058,90.54653435401977,17:38:54
278,7172.360565,7219.5888486,-47.228283600000395,0.6767569000003277,88.65812819931492,17:38:55
